ar;confinamiento.py;0265;ثابت البناء الدقيق
ar;confinamiento.py;0270;{value:.3f}
ar;confinamiento.py;0275;التفسير ثنائي القطب لنيازك LHC:\n\n
ar;confinamiento.py;0276;• الكواركات = ثنائيات قطب هندسية مثبتة في الأبعاد\n
ar;confinamiento.py;0277;• عند تطبيق الطاقة: كسر ثنائي القطب\n
ar;confinamiento.py;0278;• تكوين أزواج كوارك-ضديد كوارك جديدة\n
ar;confinamiento.py;0279;• تشكيل نيازك هادرونية في اتجاهات متعاكسة\n
ar;confinamiento.py;0280;• لا توجد 'قوة حصر' لا نهائية\n
ar;confinamiento.py;0280;قوة الحصر
ar;confinamiento.py;0281;• فقط إعادة تكوين هندسية طبيعية
ar;confinamiento.py;0290;الشكل 3: حل للمفارقات الكمية
ar;confinamiento.py;0310;حل الشق المزدوج
ar;confinamiento.py;0328;اتجاه الانتشار
ar;confinamiento.py;0329;الموضع
ar;confinamiento.py;0330;حل الشق المزدوج:\nالسطح الكامل يتفاعل
ar;confinamiento.py;0333;جسيم عبر مسارين
ar;confinamiento.py;0333;ليس "جسيم عبر مسارين"\nإنه سطح عبر كليهما
ar;confinamiento.py;0337;حل هندسي للتشابك
ar;confinamiento.py;0349;الجسيم أ
ar;confinamiento.py;0350;الجسيم ب
ar;confinamiento.py;0351;هندسة مشتركة
ar;confinamiento.py;0357;التشابك:\nهندسة مشتركة، لا فعل عن بعد
ar;confinamiento.py;0362;حل لانهيار دالة الموجة
ar;confinamiento.py;0368;هندسة حقيقية (محددة دائماً)
ar;confinamiento.py;0369;الاحتمال قبل القياس
ar;confinamiento.py;0369;MC: "الاحتمال قبل القياس"
ar;confinamiento.py;0375;الموضع
ar;confinamiento.py;0377;نهاية "الانهيار":\nهندسة محددة، غير احتمالية
ar;confinamiento.py;0383;حل للإحصاءات الكمية
ar;confinamiento.py;0387;إحصاءات كمية ناشئة\n\n
ar;confinamiento.py;0388;فيرمي-ديراك (استبعاد):\n
ar;confinamiento.py;0389;• حصر ثنائي الأبعاد (الإلكترون)\n
ar;confinamiento.py;0390;• قيد طوبولوجي طبيعي\n
ar;confinamiento.py;0391;• فقط 1 جسيم لكل حالة\n\n
ar;confinamiento.py;0392;بوز-أينشتاين (تكثيف):\n
ar;confinamiento.py;0393;• حصر ثلاثي الأبعاد (البروتون)\n
ar;confinamiento.py;0394;• هندسة كروية كاملة\n
ar;confinamiento.py;0395;• جسيمات متعددة نفس الحالة\n\n
ar;confinamiento.py;0396;ليست خصائص أساسية\n
ar;confinamiento.py;0397;هي عواقب هندسية
ar;confinamiento.py;0405;حفظ جميع الأشكال
ar;confinamiento.py;0408;توليد تصورات أينشتاين-VED...
ar;confinamiento.py;0411;توليد الشكل 1: هندسات الحصر...
ar;confinamiento.py;0418;✓ هندسات الحصر محفوظة
ar;confinamiento.py;0420;توليد الشكل 2: التحقق التجريبي...
ar;confinamiento.py;0427;✓ التحقق التجريبي محفوظ
ar;confinamiento.py;0429;توليد الشكل 3: حل مفارقات الكم...
ar;confinamiento.py;0435;✓ حل مفارقات الكم محفوظ
ar;confinamiento.py;0437;\n✅ جميع الأشكال محفوظة بصيغة {format} (DPI: {dpi})
ar;confinamiento.py;0440;❌ خطأ أثناء التوليد: {e}
ar;confinamiento.py;0448;بدء توليد تصورات أينشتاين-VED...
ar;confinamiento.py;0453;\n🎨 اكتملت التصورات!
ar;confinamiento.py;0454;الملفات المولدة:
ar;confinamiento_geometrico.py;0023;موجة ψ(x)
ar;confinamiento_geometrico.py;0026;الموضع x
ar;confinamiento_geometrico.py;0027;السعة ψ(x)
ar;confinamiento_geometrico.py;0028;الحصر أينشتاين-VED: موجة → جسيم
ar;confinamiento_geometrico.py;0043;الموضع x
ar;confinamiento_geometrico.py;0044;السعة ψ(x)
ar;confinamiento_geometrico.py;0045;1. موجة جيبية على سطح مستو
ar;confinamiento_geometrico.py;0064;2. انتقال: لف ({progress*100:.0f}%)
ar;confinamiento_geometrico.py;0065;الإحداثي X
ar;confinamiento_geometrico.py;0066;الإحداثي Y
ar;confinamiento_geometrico.py;0076;محصور (ن={n_cycles})
ar;confinamiento_geometrico.py;0077;شرط أينشتاين-VED: ل = {n_cycles}λ
ar;confinamiento_geometrico.py;0080;3. موجة ذاتية الحصر - جسيم مستقر
ar;confinamiento_geometrico.py;0081;الإحداثي X
ar;confinamiento_geometrico.py;0082;الإحداثي Y
ar;confinamiento_geometrico.py;0118;أ) موجة مستوية حرة
ar;confinamiento_geometrico.py;0119;الموضع x
ar;confinamiento_geometrico.py;0120;السعة ψ(x)
ar;confinamiento_geometrico.py;0137;ب) انتقال
ar;confinamiento_geometrico.py;0138;الإحداثي X
ar;confinamiento_geometrico.py;0139;الإحداثي Y
ar;confinamiento_geometrico.py;0155;ج) محصور ن=3\nل = 3λ
ar;confinamiento_geometrico.py;0156;الإحداثي X
ar;confinamiento_geometrico.py;0157;الإحداثي Y
ar;confinamiento_geometrico.py;0159;الشرط: ل = نλ
ar;confinamiento_geometrico_tiempo.py;0011;ن=1: أنبوب زمكان أملس + موجة دائرية أساسية
ar;confinamiento_geometrico_tiempo.py;0044;الحالة الأساسية ن=1\nالزمكان + موجة دائرية
ar;confinamiento_geometrico_tiempo.py;0056;ن=3: متشعب زمكان + موجة مع 3 عقد
ar;confinamiento_geometrico_tiempo.py;0093;الحالة المثارة ن=3\nمتشعب الزمكان + 3 عقد
ar;confinamiento_geometrico_tiempo.py;0105;مقارنة جنباً إلى جنب ن=1 ضد ن=3
ar;confinamiento_geometrico_tiempo.py;0132;ن=1: الحالة الأساسية
ar;confinamiento_geometrico_tiempo.py;0153;ن=3: الحالة المثارة
ar;confinamiento_geometrico_tiempo.py;0164;يظهر كيف تنشئ منحنيات dt السطح ن=1
ar;confinamiento_geometrico_tiempo.py;0202;توليد ن=1: dt → سطح\nمنحنيات دائرية تنشئ أسطوانة
ar;confinamiento_geometrico_tiempo.py;0214;يظهر كيف تنشئ منحنيات dt السطح ن=3
ar;confinamiento_geometrico_tiempo.py;0257;توليد ن=3: dt → متشعب\nمنحنيات مع عقد تنشئ هندسة
ar;confinamiento_geometrico_tiempo.py;0269;تطور dt كامل عبر δt
ar;confinamiento_geometrico_tiempo.py;0302;δt={t}
ar;confinamiento_geometrico_tiempo.py;0309;تطور\nزمني
ar;confinamiento_geometrico_tiempo.py;0313;التطور الكامل: dt → δt → حالات ن\nالحصر الكمي أينشتاين-VED
ar;confinamiento_geometrico_tiempo.py;0325;🎨 توليد الـ6 رسومات كاملة أينشتاين-VED...
ar;confinamiento_geometrico_tiempo.py;0337;\n✅ الـ6 رسومات الكاملة:
ar;Constante_G.py;0042;نصف قطر البروتون (خط الوسط)
ar;Constante_G.py;0046;الشكل 1: موجة VED محصورة للبروتون، ن=2
ar;Constante_G.py;0059;ثقب أسود
ar;Constante_G.py;0061;سطح ثنائي الأبعاد
ar;Constante_G.py;0066;الشكل 2: الثقب الأسود والسطح الهولوغرافي ثنائي الأبعاد
ar;Constante_G.py;0078;G تجريبي
ar;Constante_G.py;0083;ن={n}
ar;Constante_G.py;0088;G محسوب [م^3/كغ/ث^2]
ar;Constante_G.py;0089;الشكل 3: هدف G ±3σ
ar;Constante_G.py;0116;G محسوب [م^3/كغ/ث^2]
ar;Constante_G.py;0117;الشكل 4: هدف G ±4σ (أسهم)
ar;Constante_G.py;0130;G(ن) مقارب (مستمر)
ar;Constante_G.py;0133;G تجريبي
ar;Constante_G.py;0140;round,pad=0.5
ar;Constante_G.py;0143;الشكل 5: السلوك المقارب لـ G(ن) ن→∞ (سجل-سجل)
ar;Constante_G.py;0164;القيمة [م³/كغ·ث²]
ar;Constante_G.py;0165;{G_max:.8e}
ar;Constante_G.py;0165;الحد الأعلى
ar;Constante_G.py;0166;$G_2^{EXP}$ تجريبي
ar;Constante_G.py;0166;{G_exp:.8e}
ar;Constante_G.py;0166;القيمة المتوسطة
ar;Constante_G.py;0167;{G_min:.8e}
ar;Constante_G.py;0167;الحد الأدنى
ar;Constante_G.py;0168;$G_1^{VED}$ (ن=2) مضبوط
ar;Constante_G.py;0168;تم الحصول عليه تجريبياً
ar;Constante_G.py;0169;الفرق المطلق
ar;Constante_G.py;0169;{error_abs:.8e}
ar;Constante_G.py;0170;الخطأ النسبي
ar;Constante_G.py;0170;{error_rel:.6f} %
ar;Constante_G.py;0170;دقة VED
ar;Constante_G.py;0248;ثابت الجاذبية G
ar;Constante_G.py;0267;موجة مادة محصورة
ar;Constante_G.py;0277;هولوغرام ثنائي الأبعاد
ar;Constante_G.py;0286;ظهور G
ar;Constante_G.py;0288;الشكل 8: المادة كموجة محصورة على هولوغرام ثنائي الأبعاد
ar;Constante_G.py;0317;نصف قطر البروتون
ar;Constante_G.py;0318;موجات بروتونية شعاعية
ar;Constante_G.py;0319;تموج بروتون ثنائي الأبعاد (ن=4)
ar;Constante_G.py;0322;نصف قطر البروتون
ar;Constante_G.py;0323;موجات البروتون
ar;Constante_G.py;0324;تموج ثنائي الأبعاد
ar;Constante_G.py;0326;البروتون - مقياس فيمتومتري (10⁻¹⁵ م)
ar;Constante_G.py;0342;نصف قطر مدار الإلكترون
ar;Constante_G.py;0343;موجات إلكترونية شعاعية
ar;Constante_G.py;0344;تموج إلكترون ثنائي الأبعاد (ن=137)
ar;Constante_G.py;0347;نصف قطر مدار الإلكترون
ar;Constante_G.py;0348;موجات الإلكترون
ar;Constante_G.py;0349;تموج ثنائي الأبعاد
ar;Constante_G.py;0351;الإلكترون - مقياس ذري (10⁻¹¹ م)
ar;Constante_G.py;0358;الشكل 9. موجات ثنائية الأبعاد وشعاعية للبروتون والإلكترون\n(هولوغرافيا → جسيمات)
ar;Constante_G.py;0378;$M_\mathrm{VED} = n h /$
ar;Constante_G.py;0378;$(L_\mathrm{geom} c)$
ar;Constante_G.py;0379;$M_\mathrm{Sch} = c^2 R_s /$
ar;Constante_G.py;0379;مساواة الكتل،\nM تختفي
ar;Constante_G.py;0380;$L_\mathrm{geom}$ محددة
ar;Constante_G.py;0380;بواسطة VED
ar;Constante_G.py;0381;$R_s$ محددة بواسطة
ar;Constante_G.py;0381;كل جانب يحدد\nمقياسه الخاص
ar;Constante_G.py;0382;تكميم
ar;Constante_G.py;0382;ن صحيح → قيم
ar;Constante_G.py;0382;منفصلة لـ M و G
ar;Constante_G.py;0383;ن لا يظهر،\nG محدد
ar;Constante_G.py;0383;ن=2 يتطابق مع\nالقيمة التجريبية لـ G
ar;Constante_G.py;0384;حصر ثنائي الأبعاد
ar;Constante_G.py;0384;(سطح)
ar;Constante_G.py;0385;ثلاثي الأبعاد → هولوغرافيا
ar;Constante_G.py;0385;ضمنية
ar;Constante_G.py;0385;أصل ناشئ\nللموجة
ar;Constante_G.py;0409;الشكل 10: مقارنة مفاهيمية VED ضد شوارزشيلد
ar;entrelazamiento_geometrico.py;0009;أساس أينشتاين
ar;entrelazamiento_geometrico.py;0009;معادلات أساسية
ar;entrelazamiento_geometrico.py;0032;التشابك الكمي: شرح هندسي أينشتاين-VED
ar;entrelazamiento_geometrico.py;0049;الإطار الداخلي: زمن ذاتي مشترك
ar;entrelazamiento_geometrico.py;0068;الإطار الخارجي: منظور تقليدي
ar;entrelazamiento_geometrico.py;0073;الرموز:\n\n
ar;entrelazamiento_geometrico.py;0074;🔴 الجسيم أ (45°)\n
ar;entrelazamiento_geometrico.py;0075;🟢 الجسيم ب (225°)\n
ar;entrelazamiento_geometrico.py;0076;⚫ المراقب\n
ar;entrelazamiento_geometrico.py;0077;▬▬ اتصال هندسي\n
ar;entrelazamiento_geometrico.py;0078;▬▬ خطوط الرؤية
ar;entrelazamiento_geometrico.py;0084;round,pad=0.6
ar;entrelazamiento_geometrico.py;0088;جبهة الموجة
ar;entrelazamiento_geometrico.py;0090;مفتاح أينشتاين-VED:\n\n
ar;entrelazamiento_geometrico.py;0091;كلا الجسيمين (بما في ذلك المتقابلان)\nيتشاركان نفس الزمكان الذاتي t₀, s₀\n\n
ar;entrelazamiento_geometrico.py;0092;لأن: dt' → 0 و ds' → 0 عند السرعة c\n\n
ar;entrelazamiento_geometrico.py;0095;لا فعل عن بعد
ar;entrelazamiento_geometrico.py;0101;round,pad=0.8
ar;entrelazamiento_geometrico.py;0109;أساس أينشتاين-VED:\n\n
ar;entrelazamiento_geometrico.py;0110;الجسيمات المتشابكة تتشارك زمكاناً ذاتياً مشتركاً من أصلها.
ar;entrelazamiento_geometrico.py;0111;عند السفر بسرعة c، تتفاضلات زمنها وفضائها الذاتيين نحو الصفر
ar;entrelazamiento_geometrico.py;0112;(dt' → 0, ds' → 0)، تبقيهم متصلين في نفس اللحظة t₀ والموقع s₀.
ar;entrelazamiento_geometrico.py;0113;هذه التزامن الهندسي يفسر الارتباطات الكمية دون انتهاك النسبية.
ar;entrelazamiento_geometrico.py;0119;round,pad=0.8
ar;entrelazamiento_geometrico.py;0125;معادلات أساسية:\n\n
ar;entrelazamiento_geometrico.py;0126;لجسيمات بسرعة c:\n
ar;entrelazamiento_geometrico.py;0130;معادلة حقل:\n
ar;entrelazamiento_geometrico.py;0131;Gₘₙ + Λgₘₙ = (8πG/c⁴)Tₘₙ\n\n
ar;entrelazamiento_geometrico.py;0132;تزامن مطلق في الإطار الذاتي
ar;entrelazamiento_geometrico.py;0138;round,pad=0.8
ar;entrelazamiento_geometrico.py;0144;تفسير أينشتاين-VED: التشابك الكمي يتوقف عن كونه مفارقة عندما يُفهم
ar;entrelazamiento_geometrico.py;0145;من هندسة الزمكان. الجسيمات المتولدة في نفس الحدث تتشارك جبهة
ar;entrelazamiento_geometrico.py;0146;موجة حيث زمنها الذاتي يبقى مجمداً عند t₀. هذا التزامن الجوهري يفسر
ar;entrelazamiento_geometrico.py;0147;ارتباطات مثالية دون 'فعل شبحي'. الاحتمال الكمي يعكس منظور
ar;entrelazamiento_geometrico.py;0147;فعل شبحي
ar;entrelazamiento_geometrico.py;0148;مراقب محدود، ليس خاصية أساسية.
ar;entrelazamiento_geometrico.py;0154;round,pad=0.8
ar;entrelazamiento_geometrico.py;0167;🎯 إنشاء النسخة النهائية بمربعات في نفس المستوى...
ar;entrelazamiento_geometrico.py;0170;\n✨ التصحيحات المطبقة:
ar;entrelazamiento_geometrico.py;0171;• مربعات 'أساس أينشتاين' و'معادلات' في نفس المستوى
ar;entrelazamiento_geometrico.py;0171;أساس أينشتاين
ar;entrelazamiento_geometrico.py;0172;• شكل أوسع (16x10) لاستيعاب كليهما
ar;entrelazamiento_geometrico.py;0173;• تصميم متوازن ومتناظر
ar;entrelazamiento_geometrico.py;0174;• الزخرفة والألوان محترمة
ar;entrelazamiento_geometrico.py;0175;• صفر تداخلاتidioma;archivo;id;texto
ar;confinamiento_geometrico.py;001;round
ar;confinamiento_geometrico.py;002;yellow
ar;confinamiento_geometrico.py;003;round
ar;confinamiento_geometrico.py;004;yellow
ar;confinamiento_geometrico.py;005;جاري إنشاء رسوم متحركة SVG للحصر...
ar;confinamiento_geometrico.py;006;✅ اكتملت رسوم SVG المتحركة
ar;confinamiento_geometrico.py;007;__main__
ar;confinamiento_geometrico.py;008;جاري إنشاء رسوم متحركة SVG للحصر...
ar;confinamiento_geometrico.py;009;✅ اكتملت رسوم SVG المتحركة
ar;confinamiento_geometrico.py;010;equal
ar;confinamiento_geometrico.py;011;موجة ψ(x)
ar;confinamiento_geometrico.py;012;الموضع x
ar;confinamiento_geometrico.py;013;السعة ψ(x)
ar;confinamiento_geometrico.py;014;الحصر الهندسي لأينشتاين-فيد: موجة → جسيم
ar;confinamiento_geometrico.py;015;bold
ar;confinamiento_geometrico.py;016;equal
ar;confinamiento_geometrico.py;017;brown
ar;confinamiento_geometrico.py;018;الموضع x
ar;confinamiento_geometrico.py;019;السعة ψ(x)
ar;confinamiento_geometrico.py;020;1. موجة جيبية على سطح مستو
ar;confinamiento_geometrico.py;021;bold
ar;confinamiento_geometrico.py;022;gray
ar;confinamiento_geometrico.py;023;center
ar;confinamiento_geometrico.py;024;red
ar;confinamiento_geometrico.py;025;2. انتقال: لف ({progress*100:.0f}%)
ar;confinamiento_geometrico.py;026;bold
ar;confinamiento_geometrico.py;027;الإحداثي X
ar;confinamiento_geometrico.py;028;الإحداثي Y
ar;confinamiento_geometrico.py;029;gray
ar;confinamiento_geometrico.py;030;red
ar;confinamiento_geometrico.py;031;محصورة (n={n_cycles})
ar;confinamiento_geometrico.py;032;شرط أينشتاين-فيد: L = {n_cycles}λ
ar;confinamiento_geometrico.py;033;bold
ar;confinamiento_geometrico.py;034;3. موجة ذاتية الحصر - جسيم مستقر
ar;confinamiento_geometrico.py;035;bold
ar;confinamiento_geometrico.py;036;الإحداثي X
ar;confinamiento_geometrico.py;037;الإحداثي Y
ar;confinamiento_geometrico.py;038;svg
ar;confinamiento_geometrico.py;039;tight
ar;confinamiento_geometrico.py;040;brown
ar;confinamiento_geometrico.py;041;equal
ar;confinamiento_geometrico.py;042;أ) موجة حرة مستوية
ar;confinamiento_geometrico.py;043;bold
ar;confinamiento_geometrico.py;044;الموضع x
ar;confinamiento_geometrico.py;045;السعة ψ(x)
ar;confinamiento_geometrico.py;046;orange
ar;confinamiento_geometrico.py;047;equal
ar;confinamiento_geometrico.py;048;ب) انتقال
ar;confinamiento_geometrico.py;049;bold
ar;confinamiento_geometrico.py;050;الإحداثي X
ar;confinamiento_geometrico.py;051;الإحداثي Y
ar;confinamiento_geometrico.py;052;gray
ar;confinamiento_geometrico.py;053;red
ar;confinamiento_geometrico.py;054;equal
ar;confinamiento_geometrico.py;055;ج) محصورة n=3\nL = 3λ
ar;confinamiento_geometrico.py;056;bold
ar;confinamiento_geometrico.py;057;الإحداثي X
ar;confinamiento_geometrico.py;058;الإحداثي Y
ar;confinamiento_geometrico.py;059;الشرط: L = nλ
ar;confinamiento_geometrico.py;060;center
ar;confinamiento_geometrico.py;061;bold
ar;confinamiento_geometrico.py;062;svg
ar;confinamiento_geometrico.py;063;tight
ar;confinamiento_geometrico_tiempo.py;001;n=1: أنبوب زمكاني أملس + موجة دائرية أساسية
ar;confinamiento_geometrico_tiempo.py;002;n=3: متشعب زمكاني + موجة ذات 3 عقد
ar;confinamiento_geometrico_tiempo.py;003;مقارنة جنبًا إلى جنب n=1 مقابل n=3
ar;confinamiento_geometrico_tiempo.py;004;يوضح كيف تنشئ منحنيات dt السطح n=1
ar;confinamiento_geometrico_tiempo.py;005;يوضح كيف تنشئ منحنيات dt السطح n=3
ar;confinamiento_geometrico_tiempo.py;006;تطور كامل dt عبر δt
ar;confinamiento_geometrico_tiempo.py;007;round
ar;confinamiento_geometrico_tiempo.py;008;white
ar;confinamiento_geometrico_tiempo.py;009;🎨 جاري إنشاء 6 رسوم كاملة لأينشتاين-فيد...
ar;confinamiento_geometrico_tiempo.py;010;\n✅ 6 رسوم كاملة:
ar;confinamiento_geometrico_tiempo.py;011;__main__
ar;confinamiento_geometrico_tiempo.py;012;lightblue
ar;confinamiento_geometrico_tiempo.py;013;red
ar;confinamiento_geometrico_tiempo.py;014;الحالة الأساسية n=1\nالزمكان + موجة دائرية
ar;confinamiento_geometrico_tiempo.py;015;bold
ar;confinamiento_geometrico_tiempo.py;016;tight
ar;confinamiento_geometrico_tiempo.py;017;white
ar;confinamiento_geometrico_tiempo.py;018;red
ar;confinamiento_geometrico_tiempo.py;019;الحالة المثارة n=3\nمتشعب الزمكان + 3 عقد
ar;confinamiento_geometrico_tiempo.py;020;bold
ar;confinamiento_geometrico_tiempo.py;021;tight
ar;confinamiento_geometrico_tiempo.py;022;white
ar;confinamiento_geometrico_tiempo.py;023;lightblue
ar;confinamiento_geometrico_tiempo.py;024;red
ar;confinamiento_geometrico_tiempo.py;025;n=1: الحالة الأساسية
ar;confinamiento_geometrico_tiempo.py;026;bold
ar;confinamiento_geometrico_tiempo.py;027;red
ar;confinamiento_geometrico_tiempo.py;028;n=3: الحالة المثارة
ar;confinamiento_geometrico_tiempo.py;029;bold
ar;confinamiento_geometrico_tiempo.py;030;tight
ar;confinamiento_geometrico_tiempo.py;031;white
ar;confinamiento_geometrico_tiempo.py;032;lightblue
ar;confinamiento_geometrico_tiempo.py;033;red
ar;confinamiento_geometrico_tiempo.py;034;green
ar;confinamiento_geometrico_tiempo.py;035;green
ar;confinamiento_geometrico_tiempo.py;036;green
ar;confinamiento_geometrico_tiempo.py;037;bold
ar;confinamiento_geometrico_tiempo.py;038;توليد n=1: dt → سطح\nمنحنيات دائرية تولد أسطوانة
ar;confinamiento_geometrico_tiempo.py;039;bold
ar;confinamiento_geometrico_tiempo.py;040;tight
ar;confinamiento_geometrico_tiempo.py;041;white
ar;confinamiento_geometrico_tiempo.py;042;red
ar;confinamiento_geometrico_tiempo.py;043;green
ar;confinamiento_geometrico_tiempo.py;044;green
ar;confinamiento_geometrico_tiempo.py;045;green
ar;confinamiento_geometrico_tiempo.py;046;bold
ar;confinamiento_geometrico_tiempo.py;047;توليد n=3: dt → متشعب\nمنحنيات عقدية تولد هندسة
ar;confinamiento_geometrico_tiempo.py;048;bold
ar;confinamiento_geometrico_tiempo.py;049;tight
ar;confinamiento_geometrico_tiempo.py;050;white
ar;confinamiento_geometrico_tiempo.py;051;red
ar;confinamiento_geometrico_tiempo.py;052;darkred
ar;confinamiento_geometrico_tiempo.py;053;δt={t}
ar;confinamiento_geometrico_tiempo.py;054;center
ar;confinamiento_geometrico_tiempo.py;055;bold
ar;confinamiento_geometrico_tiempo.py;056;blue
ar;confinamiento_geometrico_tiempo.py;057;blue
ar;confinamiento_geometrico_tiempo.py;058;تطور\nزمني
ar;confinamiento_geometrico_tiempo.py;059;blue
ar;confinamiento_geometrico_tiempo.py;060;bold
ar;confinamiento_geometrico_tiempo.py;061;تطور كامل: dt → δt → حالات n\nالحصر الكمومي لأينشتاين-فيد
ar;confinamiento_geometrico_tiempo.py;062;bold
ar;confinamiento_geometrico_tiempo.py;063;tight
ar;confinamiento_geometrico_tiempo.py;064;white
ar;entrelazamiento_geometrico.py;001;"
    النسخة النهائية المصححة:
    - المربعات "
ar;entrelazamiento_geometrico.py;002; و 
ar;entrelazamiento_geometrico.py;003;" على نفس المستوى
    - تصميم أوسع لاستيعاب كلا المربعين
    - مع الاحتفاظ بالزخرفة الحالية
    "
ar;entrelazamiento_geometrico.py;004;الرموز:\n\n
ar;entrelazamiento_geometrico.py;005;🔴 الجسيم A (45°)\n
ar;entrelazamiento_geometrico.py;006;🟢 الجسيم B (225°)\n
ar;entrelazamiento_geometrico.py;007;⚫ المراقب\n
ar;entrelazamiento_geometrico.py;008;▬▬ اتصال هندسي\n
ar;entrelazamiento_geometrico.py;009;▬▬ خطوط الرؤية
ar;entrelazamiento_geometrico.py;010;round,pad=0.6
ar;entrelazamiento_geometrico.py;011;white
ar;entrelazamiento_geometrico.py;012;جبهة الموجة
ar;entrelazamiento_geometrico.py;013;مفتاح أينشتاين-فيد:\n\n
ar;entrelazamiento_geometrico.py;014;كلا الجسيمين (بما في ذلك المتقابلة)\nيتشاركان نفس الزمكان الخاص t₀, s₀\n\n
ar;entrelazamiento_geometrico.py;015;لأن: dt' → 0 و ds' → 0 عند السرعة c\n\n
ar;entrelazamiento_geometrico.py;016;t = t₀ + dt' → t₀\n
ar;entrelazamiento_geometrico.py;017;s = s₀ + ds' → s₀\n\n
ar;entrelazamiento_geometrico.py;018;لا يوجد فعل عن بعد
ar;entrelazamiento_geometrico.py;019;round,pad=0.8
ar;entrelazamiento_geometrico.py;020;#fffacd
ar;entrelazamiento_geometrico.py;021;أساس أينشتاين-فيد:\n\n
ar;entrelazamiento_geometrico.py;022;الجسيمات المتشابكة تتشارك زمكانًا خاصًا مشتركًا من منشأها. 
ar;entrelazamiento_geometrico.py;023;عند السفر بسرعة c، فإن تفاضلات الزمان والمكان الخاصين tend إلى الصفر 
ar;entrelazamiento_geometrico.py;024;(dt' → 0, ds' → 0)، مما يبقيها متصلة في نفس اللحظة t₀ والموضع s₀. 
ar;entrelazamiento_geometrico.py;025;هذا التزامن الهندسي يفسر الارتباطات الكمومية دون انتهاك النسبية.
ar;entrelazamiento_geometrico.py;026;round,pad=0.8
ar;entrelazamiento_geometrico.py;027;#ffebee
ar;entrelazamiento_geometrico.py;028;المعادلات الأساسية:\n\n
ar;entrelazamiento_geometrico.py;029;للجسيمات عند السرعة c:\n
ar;entrelazamiento_geometrico.py;030;• dt' → 0, ds' → 0\n
ar;entrelazamiento_geometrico.py;031;• t = t₀ + dt' → t₀\n
ar;entrelazamiento_geometrico.py;032;• s = s₀ + ds' → s₀\n\n
ar;entrelazamiento_geometrico.py;033;معادلة المجال:\n
